date,value,error
2011-09-15,1.83340836011,0.00521142170089
2011-09-16,1.82206416926,0.00827277229279
2011-09-17,1.8140359218,0.00399793422399
2011-09-18,1.803758889,0.00766539859474
2011-09-19,1.79835350677,0.00561566714855
2011-09-20,1.78809476396,0.00784687192159
2011-09-21,1.77598152868,0.00623536754913
2011-09-22,1.76710851999,0.00564156711905
2011-09-23,1.76585198943,0.0033568843694
2011-09-24,NaN,NaN
2011-09-25,NaN,NaN
2011-09-26,1.71487275305,0.427545187372
2011-09-27,1.74123447666,0.00456567488191
2011-09-28,1.73740129114,0.00521669735859
2011-09-29,1.75270876498,0.0111124414393
2011-09-30,1.76251161169,0.00558011923713
2011-10-01,1.7554714985,0.00455824054328
2011-10-02,1.75370641988,0.00442036318017
2011-10-03,1.74964316905,0.00493329510816
2011-10-04,1.74774874019,0.00262020210026
2011-10-05,NaN,NaN
2011-10-06,NaN,NaN
2011-10-07,NaN,NaN
2011-10-08,NaN,NaN
2011-10-09,NaN,NaN
2011-10-10,NaN,NaN
2011-10-11,1.70416279907,0.0887394647466
2011-10-12,1.72300253053,0.00439267888369
2011-10-13,1.73240781537,0.00874732085054
2011-10-14,1.72969994156,0.00609231247761
2011-10-15,1.71892377006,0.00639009129361
2011-10-16,1.70786658125,0.00636374111585
2011-10-17,1.70077992286,0.00567521099355
2011-10-18,1.69728652766,0.00231430991883
2011-10-19,1.69626771922,0.00682386094263
2011-10-20,NaN,NaN
2011-10-21,NaN,NaN
2011-10-22,NaN,NaN
2011-10-23,NaN,NaN
2011-10-24,1.60856029412,0.545018132059
2011-10-25,1.65472271797,0.00457127456863
2011-10-26,1.64886762573,0.00594008543355
2011-10-27,1.64074809103,0.00646296305306
2011-10-28,1.63298975279,0.00707234769808
2011-10-29,1.62458360067,0.00787654296696
2011-10-30,1.61793074474,0.00804124304828
2011-10-31,1.61492440147,0.00585049198909
2011-11-01,1.6117177585,0.00669910457475
2011-11-02,1.60549034256,0.105814173121
2011-11-03,1.60723970833,0.207968945434
2011-11-04,1.60858666621,0.00789443269574
2011-11-05,1.60176185501,0.00658015398373
2011-11-06,1.59671010909,0.00811652582119
2011-11-07,1.59029561436,0.0100232707446
2011-11-08,1.58105768371,0.00971806447112
2011-11-09,1.58009335091,0.00862120994022
2011-11-10,1.5775269548,0.00924838458311
2011-11-11,1.57226204416,0.00663954012426
2011-11-12,1.56786721538,0.0116747840906
2011-11-13,1.56161979939,0.00974279021888
2011-11-14,1.5547521768,0.00562455490449
2011-11-15,1.54902684466,0.00813407276256
2011-11-16,1.54352260419,0.00671603608754
2011-11-17,1.53932343683,0.00832810647191
2011-11-18,1.53135696096,0.0108883171765
2011-11-19,1.52261116435,0.0106485506342
2011-11-20,1.50911133097,0.0101778115502
2011-11-21,1.50694492907,0.0102137796073
2011-11-22,1.50107264894,0.00966454487511
2011-11-23,1.49390017585,0.00853447584824
2011-11-24,1.4859030575,0.00883869621236
2011-11-25,1.48506257922,0.00685255114957
2011-11-26,1.48024238255,0.00893038278807
2011-11-27,1.47342483019,0.00952913389324
2011-11-28,1.46758753138,0.00878100065049
2011-11-29,1.45926705039,0.00771336987232
2011-11-30,1.44890518834,0.00754541148037
2011-12-01,1.44295106522,0.00746658028907
2011-12-02,1.43872705089,0.00755465518893
2011-12-03,1.43598695597,0.0075519835254
2011-12-04,1.43256637886,0.00721389541551
2011-12-05,1.42806306696,0.00746504596971
2011-12-06,1.42549358705,0.0076791364146
2011-12-07,1.42252382129,0.00539958516623
2011-12-08,1.43083246665,0.0138236769641
2011-12-09,1.45411420622,0.00366356231281
2011-12-10,1.44930077636,0.00506742934342
2011-12-11,1.45128157557,0.00432912178648
2011-12-12,1.44753985994,0.00569001900108
2011-12-13,1.44194971667,0.00585827558493
2011-12-14,1.43821738641,0.00615387799282
2011-12-15,1.43951720275,0.00702443572191
2011-12-16,1.43630840692,0.00546442172333
2011-12-17,1.51469837382,0.0106612254415
2011-12-18,1.5265413373,0.0044340361893
2011-12-19,1.52591710711,0.00846048919842
2011-12-20,1.51853219392,0.00843056352905
2011-12-21,1.51043124383,0.00548342690069
2011-12-22,1.50460487889,0.0049668729149
2011-12-23,1.49955657296,0.00590770095564
2011-12-24,1.4958335186,0.0056783433153
2011-12-25,1.4889116567,0.00750229971169
2011-12-26,1.48276998907,0.00701940283292
2011-12-27,1.47670698318,0.00789200503143
2011-12-28,1.47132660431,0.00733385721894
2011-12-29,1.46717120447,0.00689788359866
2011-12-30,1.46289039491,0.00639622812181
2011-12-31,1.45897657306,0.00440117384659
2012-01-01,1.4588588161,0.00495024092131
2012-01-02,1.48878962271,0.00365243468439
2012-01-03,1.48624445097,0.0038576789998
2012-01-04,1.47984579456,0.00507325011901
2012-01-05,1.47971766943,0.00650954135864
2012-01-06,1.49259163778,0.00553849231597
2012-01-07,1.55168263119,0.0211141273476
2012-01-08,1.56961630083,0.00998142594135
2012-01-09,1.73842384409,0.0764312440113
2012-01-10,1.81911732411,0.00343937337063
2012-01-11,1.80743717205,0.00774611537647
2012-01-12,1.79268573708,0.00893742050202
2012-01-13,1.7815342211,0.00931693586142
2012-01-14,1.76754001217,0.00786708074025
2012-01-15,1.76168780418,0.00463248881029
2012-01-16,1.75248876437,0.00908286099381
2012-01-17,1.74829796745,0.00676156894099
2012-01-18,1.74837945369,0.00528324907032
2012-01-19,1.73848729839,0.00540314815586
2012-01-20,1.72764196512,0.00738375836408
2012-01-21,1.72150898203,0.00689466358831
2012-01-22,1.71738165191,0.00917608678247
2012-01-23,1.71003230249,0.00792394090816
2012-01-24,1.69769287653,0.00879887216845
2012-01-25,1.69134162504,0.00708988797131
2012-01-26,1.6843879516,0.00802853943747
2012-01-27,1.68094487613,0.00906196242216
2012-01-28,1.67627358934,0.00801709035464
2012-01-29,1.66683634633,0.00852667933656
2012-01-30,1.65819678852,0.00707131031513
2012-01-31,1.65084781887,0.0070407366092
2012-02-01,1.64378360455,0.0100183715697
2012-02-02,1.63881401627,0.00845319899268
2012-02-03,1.63347058655,0.00630353824383
2012-02-04,1.62718854076,0.00551384575426
2012-02-05,1.62130274711,0.0067920484288
2012-02-06,1.61753050661,0.00663563594989
2012-02-07,1.61657421504,0.00845543332461
2012-02-08,1.61331675382,0.00730994456244
2012-02-09,1.60742606934,0.00942384694109
2012-02-10,1.60513657197,0.00903425914396
2012-02-11,1.60167453366,0.00509338319852
2012-02-12,1.60002588443,0.00647363379472
2012-02-13,1.59473156191,0.00706631547937
2012-02-14,1.58904834209,0.00645827391653
2012-02-15,1.58926357581,0.00809262580705
2012-02-16,1.58634138833,0.00773677704294
2012-02-17,1.58614099862,0.00364498165591
2012-02-18,1.58741295792,0.00463727559518
2012-02-19,1.58440509156,0.00446761809171
2012-02-20,1.5815148563,0.00647817145666
2012-02-21,1.57859420267,0.00918058889142
2012-02-22,1.57208714868,0.0104787917445
2012-02-23,1.56419311339,0.00955327585978
2012-02-24,1.55690934202,0.0101159041315
2012-02-25,1.55412341894,0.0099501224266
2012-02-26,1.54856557682,0.00514348301551
2012-02-27,1.54620197995,0.00790309531399
2012-02-28,1.54180743124,0.00671256272439
2012-02-29,1.53870397438,0.0106346135162
2012-03-01,1.53595246348,0.00857439892991
2012-03-02,1.5324747812,0.00911151396622
2012-03-03,1.53234677197,0.00689857672796
2012-03-04,1.53251905253,0.0065916770656
2012-03-05,1.55148076489,0.019806634794
2012-03-06,1.59072185633,0.01043461724
2012-03-07,1.59779004456,0.00745178288649
2012-03-08,1.5919630332,0.00928525617654
2012-03-09,1.58603112038,0.00938803514563
2012-03-10,1.58123277136,0.0101599807669
2012-03-11,1.57920412533,0.00810203958461
2012-03-12,1.57453731971,0.00398772969898
2012-03-13,1.56904302865,0.00780201322056
2012-03-14,1.56413460458,0.00556064945021
2012-03-15,1.56171262181,0.00626001168731
2012-03-16,1.56052815435,0.00835523120495
2012-03-17,1.56347653137,0.00719272269601
2012-03-18,1.5668487188,0.00706679793819
2012-03-19,1.58568298329,0.0346923993952
2012-03-20,1.69224794244,0.010645721093
2012-03-21,1.69921462742,0.00394083556199
2012-03-22,1.69394915227,0.00348701627489
2012-03-23,1.69075656022,0.00443798315521
2012-03-24,1.68702234476,0.00437835306113
2012-03-25,1.68434038768,0.00500247727459
2012-03-26,1.68056446001,0.00490511888559
2012-03-27,1.67577980026,0.00890217247197
2012-03-28,1.6672937173,0.00924939930639
2012-03-29,1.6609775331,0.00675427187734
2012-03-30,1.65563638086,0.00636098113183
2012-03-31,1.65317008609,0.00760550799158
2012-04-01,1.67559666421,0.013233056046
2012-04-02,1.70054038431,0.0054558093318
2012-04-03,1.71342770055,0.00875348500677
2012-04-04,1.71573650087,0.00755028020357
2012-04-05,1.71015362148,0.0101101678017
2012-04-06,1.7073260942,0.00570723935114
2012-04-07,1.70089835118,0.00765927490756
2012-04-08,1.69455641758,0.00777690529786
2012-04-09,1.69209058945,0.00967858582026
2012-04-10,1.68295258901,0.012041592315
2012-04-11,1.67536145718,0.0103070318696
2012-04-12,1.69883934068,0.0229048905021
2012-04-13,1.71444525289,0.0090837153264
2012-04-14,1.70576127723,0.00620132511088
2012-04-15,1.69818899484,0.0085417452479
2012-04-16,1.6883561216,0.00773035559323
2012-04-17,1.68195134922,0.00753272259251
2012-04-18,1.6773244035,0.00703721390731
2012-04-19,1.67762292855,0.00703112306088
2012-04-20,1.67064263078,0.00832779049888
2012-04-21,1.66364507851,0.00874183881819
2012-04-22,1.65681352947,0.00836953601969
2012-04-23,1.64921993862,0.00885819075291
2012-04-24,1.64415114764,0.00710929734719
2012-04-25,1.7712876183,0.0980111837576
2012-04-26,1.86437587988,0.00738174218999
2012-04-27,1.8534033268,0.00904887099681
2012-04-28,1.84428487575,0.0079374016187
2012-04-29,1.83427348445,0.0108224301146
2012-04-30,1.82557989403,0.00719192905652
2012-05-01,1.82075153796,0.0052336949297
2012-05-02,1.81229301268,0.00560627250101
2012-05-03,1.80427649826,0.00671334381443
2012-05-04,1.79742492965,0.00605516594259
2012-05-05,1.79218913016,0.00743760055004
2012-05-06,1.7862341681,0.00649527352961
2012-05-07,1.78310656594,0.0083518867575
2012-05-08,1.78038077521,0.00570091682238
2012-05-09,1.78400750078,0.0101324876307
2012-05-10,1.80891247312,0.00698212795224
2012-05-11,1.81104917363,0.00557683267833
2012-05-12,1.80635433829,0.00941027333798
2012-05-13,1.79347389329,0.0118234581706
2012-05-14,1.79410174363,0.00688094958987
2012-05-15,1.78880853888,0.00526476242211
2012-05-16,1.79406665713,0.00859669133298
2012-05-17,1.78584103364,0.00613295404561
2012-05-18,1.78224718235,0.00952700967338
2012-05-19,1.78219753246,0.00837263310289
2012-05-20,1.78548781413,0.00611058367717
2012-05-21,1.78140990577,0.00810886886356
2012-05-22,1.77318264858,0.00781991584101
2012-05-23,1.7677168307,0.0081839387986
2012-05-24,1.76389360031,0.00803595181186
2012-05-25,1.75989211665,0.00877820957575
2012-05-26,1.75553073172,0.00880580327464
2012-05-27,1.75230481009,0.00720216991385
2012-05-28,1.74742598896,0.0103880350805
2012-05-29,1.75552116533,0.0145499278159
2012-05-30,1.78681481511,0.0102152428238
2012-05-31,1.79049527416,0.00625431563012
2012-06-01,1.78535837891,0.00640046682048
2012-06-02,1.77721012911,0.00547567991354
2012-06-03,1.77385498714,0.00579350154442
2012-06-04,1.76707307865,0.00964741023687
2012-06-05,1.768683995,0.00461456928117
2012-06-06,1.77004178108,0.00489509821605
2012-06-07,1.78222353395,0.0127842984286
2012-06-08,1.79671657574,0.00639235199052
2012-06-09,1.79143239959,0.00576482481255
2012-06-10,1.78704172852,0.00795818896787
2012-06-11,1.77728831732,0.0112864578733
2012-06-12,1.77771182847,0.00652417390862
2012-06-13,1.86930774315,0.0427066133027
2012-06-14,1.93593776927,0.015387835696
2012-06-15,1.96299519382,0.0149353058169
2012-06-16,1.94571139293,0.00835433563268
2012-06-17,1.92887304702,0.0108260322331
2012-06-18,1.91820351999,0.0113186280587
2012-06-19,1.92208676457,0.00685612817767
2012-06-20,1.9156066659,0.00949798620786
2012-06-21,1.90604371839,0.00651616593907
2012-06-22,1.90212950396,0.00832919470677
2012-06-23,1.89045788773,0.00859939413854
2012-06-24,1.88177587103,0.00420295414109
2012-06-25,1.87917643319,0.00643139528076
2012-06-26,1.87712930755,0.0106336664619
2012-06-27,1.86962073119,0.00748190797176
2012-06-28,1.86354902901,0.00852415954362
2012-06-29,1.8575003198,0.00613011084376
2012-06-30,1.81521005199,0.403333163988
2012-07-01,1.8463197086,0.00496754686408
2012-07-02,1.8440152472,0.00451379734255
2012-07-03,1.85033904668,0.00580527754246
2012-07-04,1.84518604454,0.00948502604071
2012-07-05,1.8416693126,0.00555010473829
2012-07-06,1.84274953717,0.0065319588688
2012-07-07,1.83474750548,0.00548615734981
2012-07-08,1.82959979778,0.00534267035961
2012-07-09,1.82613705416,0.00822171018825
2012-07-10,1.82110539204,0.00874227435244
2012-07-11,1.81575705021,0.00690266954592
2012-07-12,1.80978872724,0.00679087314963
2012-07-13,1.80234030617,0.00775044639484
2012-07-14,1.79650796158,0.00670264472893
2012-07-15,1.79068699743,0.00711377742848
2012-07-16,1.78497217754,0.00783688231853
2012-07-17,1.78739382777,0.0037741297883
2012-07-18,1.7847610235,0.00580323865337
2012-07-19,1.78242110813,0.00503313226701
2012-07-20,1.77949855124,0.0056350982847
2012-07-21,1.77926455396,0.00469393077879
2012-07-22,1.78070849429,0.00420961529058
2012-07-23,1.79100532498,0.00913952531083
2012-07-24,1.81200013993,0.0102366507822
2012-07-25,1.83127799469,0.00712483193173
2012-07-26,1.83187786947,0.00762956066148
2012-07-27,1.82996021024,0.00419818356091
2012-07-28,1.82440920634,0.00796404130803
2012-07-29,1.82360260192,0.00733607054938
2012-07-30,1.82710797418,0.00742603660261
2012-07-31,1.8263353057,0.00683321439825
2012-08-01,1.82172282779,0.00798683963825
2012-08-02,1.81853567785,0.00370095539507
2012-08-03,1.82837789203,0.00528745703029
2012-08-04,1.82519761733,0.0107867809701
2012-08-05,1.82676582074,0.00664497630104
2012-08-06,1.82012530545,0.00829241198694
2012-08-07,1.81336770299,0.0104203915923
2012-08-08,1.81633076808,0.00716362542396
2012-08-09,1.81153977799,0.00906371681835
2012-08-10,1.80209131006,0.00961601124075
2012-08-11,1.80127221712,0.00752986957121
2012-08-12,1.83350693272,0.0164135933843
2012-08-13,1.83719583257,0.00582178777104
2012-08-14,1.83139011413,0.00356716729805
2012-08-15,1.83436590186,0.00726791225645
2012-08-16,1.83285765936,0.0108260875592
2012-08-17,1.82267790781,0.0116915015855
2012-08-18,1.81651231129,0.0132965178904
2012-08-19,1.80687316829,0.00828108657779
2012-08-20,1.82284804158,0.00684807518817
2012-08-21,1.82502930672,0.00550457734287
2012-08-22,1.81624803451,0.00845876556074
2012-08-23,1.80543041462,0.00766647353683
2012-08-24,1.7993844295,0.00779121436509
2012-08-25,1.79253624225,0.00868584747496
2012-08-26,1.78611278495,0.00992575632452
2012-08-27,1.77684750929,0.0130567196638
2012-08-28,1.77437417833,0.00925048314521
2012-08-29,1.7964199035,0.0180981790716
2012-08-30,1.82317877506,0.00808168490888
2012-08-31,1.84039571717,0.00547014817359
2012-09-01,1.82982687455,0.00958510113122
2012-09-02,1.81872024883,0.00642309581774
2012-09-03,1.81785381297,0.00682182036795
2012-09-04,1.81687207551,0.0114686482083
2012-09-05,1.80676265393,0.00496117419851
2012-09-06,1.79860345157,0.00988600740822
2012-09-07,1.79035165545,0.00831039174723
2012-09-08,1.78373646394,0.0066804817442
2012-09-09,1.77880063859,0.0078042890787
2012-09-10,1.78382248247,0.0102012335553
2012-09-11,1.7750736964,0.0103494393467
2012-09-12,1.76511805032,0.00905705873242
2012-09-13,1.75341593146,0.00664415337541
2012-09-14,1.74576165519,0.0087461680073
2012-09-15,1.74065058087,0.00790856729039
2012-09-16,1.7329516706,0.00828352080166
2012-09-17,1.73647316227,0.00749726625208
2012-09-18,1.73746337488,0.00792276594713
2012-09-19,1.73071825401,0.00455167150607
2012-09-20,1.7212934905,0.0052056021799
2012-09-21,1.71571546869,0.00784314642482
2012-09-22,1.71177345374,0.00724217122703
2012-09-23,1.70921964051,0.00815206259501
2012-09-24,1.70178923555,0.00840171327052
2012-09-25,1.69552694751,0.00783698843828
2012-09-26,1.6902495806,0.00748864323167
2012-09-27,1.69209920045,0.00576027657963
2012-09-28,1.69035812923,0.0060199222951
2012-09-29,1.68397842034,0.00743260540994
2012-09-30,1.68113357608,0.00742099929308
2012-10-01,1.6760734718,0.00877517771729
2012-10-02,1.66848935218,0.00788179984476
2012-10-03,1.66220880941,0.0115037904976
2012-10-04,1.65862863059,0.0110646188927
2012-10-05,1.65085542936,0.00887531083125
2012-10-06,1.64763626877,0.00978836132025
2012-10-07,1.63637835952,0.00559218598923
2012-10-08,1.6408202221,0.00307704761744
2012-10-09,1.64044707186,0.00516210760727
2012-10-10,1.65057591008,0.0062810391423
2012-10-11,1.65564863291,0.00852522973888
2012-10-12,1.64374367354,0.010766740808
2012-10-13,1.63740904554,0.00699232008426
2012-10-14,1.63340281425,0.00345395762769
2012-10-15,1.62739011389,0.00475554998578
2012-10-16,1.62247945106,0.0085342010584
2012-10-17,1.61440041784,0.00918565456784
2012-10-18,1.60891905859,0.00815048260748
2012-10-19,1.599402682,0.00760596460547
2012-10-20,1.59326458469,0.0078429967548
2012-10-21,1.58449739144,0.00931096750654
2012-10-22,1.58278610407,0.00967444606685
2012-10-23,1.57963301856,0.00726178660341
2012-10-24,1.57851473628,0.0114970056896
2012-10-25,1.61804934997,0.00940693103734
2012-10-26,1.62351908801,0.00468340077487
2012-10-27,1.61732044446,0.00559181988275
2012-10-28,1.61437459597,0.00708348502005
2012-10-29,1.61153063791,0.00786033130398
2012-10-30,1.6060884574,0.00838430043743
2012-10-31,1.6022014173,0.00794333780399
2012-11-01,1.59593968064,0.00641730154853
2012-11-02,1.59637238952,0.00600745525383
2012-11-03,1.59318791916,0.0101087145183
2012-11-04,1.58281897862,0.00944549018283
2012-11-05,1.57066337208,0.00641500121242
2012-11-06,1.56127341763,0.00807794860933
2012-11-07,1.5802962792,0.0223624460447
2012-11-08,1.6197584114,0.00536574285395
2012-11-09,1.61635569998,0.00660749314993
2012-11-10,1.61352720276,0.00778653768914
2012-11-11,1.60560549997,0.00881727268717
2012-11-12,1.60412933237,0.0060051886557
2012-11-13,1.62260184934,0.0117373832518
2012-11-14,1.63040662953,0.00927813955393
2012-11-15,1.62427217416,0.010123508111
2012-11-16,1.61376220004,0.00827531252024
2012-11-17,1.60863989267,0.010052045827
2012-11-18,1.603320354,0.00826153668852
2012-11-19,1.59850082646,0.00653509875278
2012-11-20,1.60626005556,0.00752742709361
2012-11-21,1.63295439023,0.0059638479083
2012-11-22,1.63907495042,0.00485882849898
2012-11-23,1.63704699052,0.00587981827558
2012-11-24,1.63348593069,0.00520573539981
2012-11-25,1.62814579233,0.0072738793155
2012-11-26,1.61928518434,0.00863669745081
2012-11-27,1.61039112489,0.0101783035904
2012-11-28,1.6074623985,0.0107172574354
2012-11-29,1.60030063555,0.0109521771853
2012-11-30,1.58997697009,0.0122188458634
2012-12-01,1.57780828461,0.00976696842413
2012-12-02,1.57205771098,0.0114924532128
2012-12-03,1.56411124248,0.0100682845445
2012-12-04,1.55905938059,0.0112581935059
2012-12-05,1.55428198365,0.00960170660331
2012-12-06,1.54953429089,0.00853008984342
2012-12-07,1.54064908554,0.00898773009267
2012-12-08,1.53131564088,0.00945641129078
2012-12-09,1.55235952466,0.016833386005
2012-12-10,1.57272171953,0.00699938878251
2012-12-11,1.57250601567,0.00728433482358
2012-12-12,1.57019051343,0.00841087734546
2012-12-13,1.56520259249,0.00681206561553
2012-12-14,1.56231258067,0.00801851062399
2012-12-15,1.55624843461,0.0100128330788
2012-12-16,1.54858296395,0.0112782555332
2012-12-17,1.54817612459,0.00860196496269
2012-12-18,1.54161723252,0.0100373227184
2012-12-19,1.53284005944,0.00985865238592
2012-12-20,1.52463122302,0.0129252401328
2012-12-21,1.5961652014,0.0314012619945
2012-12-22,1.62317313471,0.00795966534605
2012-12-23,1.6170790964,0.00739509319634
2012-12-24,1.62267720661,0.00700821153132
2012-12-25,1.62483578301,0.0085624519081
2012-12-26,1.6853820612,0.00840013562497
2012-12-27,1.68814808507,0.00997983135836
2012-12-28,1.6746282703,0.0105445103744
2012-12-29,1.66751441451,0.0118675418311
2012-12-30,1.65806375392,0.0102327347981
2012-12-31,1.65115751413,0.0101723073484
2013-01-01,1.6396173428,0.0102454926318
2013-01-02,1.62733932409,0.010535777644
2013-01-03,1.62008182831,0.0115114905304
2013-01-04,1.69673725283,0.129548355748
2013-01-05,2.16625067434,0.0110295966051
2013-01-06,2.14480557716,0.0116011242502
2013-01-07,2.12620756765,0.010571272904
2013-01-08,2.10525595212,0.0144727992085
2013-01-09,2.08096656689,0.0134632422891
2013-01-10,2.06354340258,0.0119924722466
2013-01-11,2.04646137857,0.00892326996947
2013-01-12,2.09114284567,0.017297197936
2013-01-13,2.09294172006,0.0102637113522
2013-01-14,2.07534978655,0.0118010143035
2013-01-15,2.05864002321,0.0113143287783
2013-01-16,2.03070951433,0.282434908708
2013-01-17,2.05657698409,0.0079040604497
2013-01-18,2.04095971038,0.0116890697245
2013-01-19,2.02092595325,0.0105752578577
2013-01-20,2.00831516981,0.00931203038067
2013-01-21,1.99695327763,0.0119722934449
2013-01-22,1.9795606927,0.00981390246962
2013-01-23,1.96415493899,0.00733629666073
2013-01-24,1.95698222548,0.00791161227171
2013-01-25,1.94330961967,0.00896422285696
2013-01-26,1.92959564114,0.00888067093604
2013-01-27,1.92692701032,0.0102826938367
2013-01-28,1.93120845275,0.00704908363872
2013-01-29,1.92162097685,0.0071126408535
2013-01-30,1.91183744717,0.00780472276001
2013-01-31,1.90423692723,0.00583782491835
2013-02-01,1.92508720109,0.0272309489609
2013-02-02,1.96710149798,0.00506368198782
2013-02-03,1.96347028183,0.00982174761598
2013-02-04,1.95623259244,0.00935880976669
2013-02-05,1.94987259745,0.00967537041426
2013-02-06,1.94763638451,0.00653051463895
2013-02-07,1.93395296288,0.00645659253915
2013-02-08,1.92120398463,0.00910344855841
2013-02-09,1.90916507506,0.0102597651615
2013-02-10,1.8964649494,0.00650802244222
2013-02-11,1.91023618861,0.00470912570343
2013-02-12,1.91106196038,0.00967990183433
2013-02-13,1.91982347761,0.0260724444388
2013-02-14,1.97474849264,0.00594564317065
2013-02-15,1.96782485161,0.00792212704835
2013-02-16,1.9593645493,0.00886403895169
2013-02-17,1.94974619842,0.00790711212696
2013-02-18,1.94128389796,0.011753495301
2013-02-19,1.92861088231,0.00938272034924
2013-02-20,1.92497983779,0.00865598632876
2013-02-21,1.93105438203,0.00608820016729
2013-02-22,1.92800992314,0.00621357860947
2013-02-23,1.92395445496,0.00735965692674
2013-02-24,1.91321424139,0.00728216033379
2013-02-25,1.89816412649,0.00780173312083
2013-02-26,1.88894282333,0.00703847551026
2013-02-27,1.98903793613,0.035565020689
2013-02-28,2.01710747748,0.0129650400721
2013-03-01,2.00259445247,0.0107866315079
2013-03-02,1.98958751659,0.0103386938075
2013-03-03,1.97550605211,0.0104408442216
2013-03-04,1.96884463473,0.00911181008086
2013-03-05,1.9589127856,0.00535611659014
2013-03-06,1.95336111669,0.00303218032956
2013-03-07,1.94883490935,0.00405960973237
2013-03-08,1.95195002766,0.005478310141
2013-03-09,1.95334128641,0.00670621547426
2013-03-10,1.94586882773,0.01100039129
2013-03-11,1.95770035467,0.023058177161
2013-03-12,1.99105818624,0.00531984078617
2013-03-13,1.9811794145,0.00759695522182
2013-03-14,1.97180338426,0.00657973695929
2013-03-15,1.95917243366,0.00917216627536
2013-03-16,1.94924794604,0.00969280664737
2013-03-17,1.94141678188,0.0120558388069
2013-03-18,1.9316350735,0.00957820173101
2013-03-19,1.92940426928,0.00458433241884
2013-03-20,1.92321301375,0.00893836740593
2013-03-21,1.91067459764,0.00879376405107
2013-03-22,1.89661498212,0.00357323782874
2013-03-23,1.88903080165,0.00726445631906
2013-03-24,1.88154699384,0.0102747369609
2013-03-25,1.87141155915,0.00681767618192
2013-03-26,1.86284960542,0.00617248827272
2013-03-27,1.8529926737,0.00677220714325
2013-03-28,1.84682139838,0.00715140846191
2013-03-29,1.84142978616,0.00518300019314
2013-03-30,1.83967486219,0.00427576820406
2013-03-31,1.84701167272,0.00423201518835
2013-04-01,1.85321916799,0.00575518755388
2013-04-02,1.84967085763,0.00499380138394
2013-04-03,1.84841054155,0.00638048925091
2013-04-04,1.84291549371,0.00887898398728
2013-04-05,1.83685480856,0.00769481841064
2013-04-06,1.82880246035,0.00689187815671
2013-04-07,1.81922184254,0.00954169062098
2013-04-08,1.80918281693,0.0106711292336
2013-04-09,1.8489345638,0.0189848990025
2013-04-10,1.86349893449,0.00660064478137
2013-04-11,1.84995491503,0.00691812781209
2013-04-12,1.83860611932,0.00929493596655
2013-04-13,1.82477651601,0.00829615703405
2013-04-14,1.81417245227,0.00779931644324
2013-04-15,1.80629049396,0.00385760467663
2013-04-16,1.8594142921,0.0522971017547
2013-04-17,1.92322875791,0.0100470841517
2013-04-18,1.91081882368,0.00926053550666
2013-04-19,1.89693665513,0.00969685385825
2013-04-20,1.88704118996,0.0105287831715
2013-04-21,1.87999036072,0.00881067413162
2013-04-22,1.88719453053,0.0328650392354
2013-04-23,1.9742718493,0.00402129703796
2013-04-24,1.96338069437,0.0111976324268
2013-04-25,1.94850674451,0.0107560775177
2013-04-26,1.94129141872,0.0116537601174
2013-04-27,1.93070108917,0.0124273139328
2013-04-28,1.91945027995,0.0107461084805
2013-04-29,1.90683732106,0.00723894501972
2013-04-30,1.89400617355,0.0107261169864
2013-05-01,1.96005928186,0.0818912261495
2013-05-02,2.13695902332,0.0170773700636
2013-05-03,2.15617703442,0.00518479681821
2013-05-04,2.14857098871,0.00850833911468
2013-05-05,2.13747918365,0.0115717704534
2013-05-06,2.1255413661,0.0111806664826
2013-05-07,2.10635696093,0.0126542022277
2013-05-08,2.08749404205,0.0111960779467
2013-05-09,2.07809417838,0.00985502342841
2013-05-10,2.06505892781,0.0139096142016
2013-05-11,2.05261688553,0.00929141792001
2013-05-12,2.04120768261,0.0102341591918
2013-05-13,2.02350184385,0.00690564427618
2013-05-14,2.06748671516,0.0125213866114
2013-05-15,2.08112881877,0.00533998562118
2013-05-16,2.07169066746,0.00672604486551
2013-05-17,2.05845532396,0.0137051556335
2013-05-18,2.0540688072,0.00737740627993
2013-05-19,2.08231593415,0.0189859537981
2013-05-20,2.10943937731,0.00610543959211
2013-05-21,2.10037615418,0.0100422630431
2013-05-22,2.08909435068,0.0096883759515
2013-05-23,2.08275189469,0.00768070390428
2013-05-24,2.07201724941,0.0119716871665
2013-05-25,2.05848057358,0.0105217401118
2013-05-26,2.06105054502,0.0153388563377
2013-05-27,2.12674978746,0.0125046281917
2013-05-28,2.11821726841,0.0118368650332
2013-05-29,2.09342081101,0.0110399998719
2013-05-30,2.07824849081,0.00952538792171
2013-05-31,2.06483364605,0.00733184816378
2013-06-01,2.06813709038,0.0105772925586
2013-06-02,2.24740252021,0.1057485212
2013-06-03,2.33135169424,0.00858648102242
2013-06-04,2.3172127664,0.00732792635216
2013-06-05,2.31820226078,0.00650829807105
2013-06-06,2.30006038854,0.171752769894
2013-06-07,2.28658993531,0.00945235579142
2013-06-08,2.27424033229,0.0063839609053
2013-06-09,2.26273853771,0.0145598018486
2013-06-10,2.24728840272,0.00785579423854
2013-06-11,2.2377084021,0.0115745251724
2013-06-12,2.22397897774,0.00769527023784
2013-06-13,2.21507701632,0.00862511025837
2013-06-14,2.2045624828,0.0121131367702
2013-06-15,2.19274065347,0.0112173941281
2013-06-16,2.1860185026,0.0072856554683
